"","Player","GP","G","A","P.2","whkye","season","year","type","age","P","league","GP_m1","G_m1","A_m1","P_m1","whkye_m1","league_m1"
"208","Lindsay Grigg","36","2","12","14",0.21560987994,"2012-13",2012,"whkye",19,"D","other",38,3,18,21,0.28303378345,"2013-14"
"209","Lindsay Grigg","36","10","6","16",0.08224224888,"2010-11",2010,"whkye",17,"D","other",36,2,12,14,0.21560987994,"2012-13"
"210","Lindsay Grigg","7","0","0","0",0,"2009-10",2009,"whkye",16,"D","other",36,10,6,16,0.08224224888,"2010-11"
"211","Maggie Giamo","5","0","0","0",0,"2015-16",2015,"whkye",NA,"F","nwhl",NA,NA,NA,NA,NA,NA
"212","Megan Bozek","26","1","7","8",0.18,"2018-19",2018,"whkye",27,"D","other",NA,NA,NA,NA,NA,NA
"213","Megan Bozek","10","4","5","9",0.53,"2017-18",2017,"whkye",26,"D","other",26,1,7,8,0.18,"2018-19"
"214","Megan Bozek","16","5","5","10",0.28,"2016-17",2016,"whkye",25,"D","nwhl",10,4,5,9,0.53,"2017-18"
"215","Megan Bozek","16","3","10","13",0.32,"2015-16",2015,"whkye",24,"D","nwhl",16,5,5,10,0.28,"2016-17"
"216","Megan Bozek","22","3","7","10",0.2,"2014-15",2014,"whkye",23,"D","other",16,3,10,13,0.32,"2015-16"
"217","Megan Bozek","41","20","37","57",0.76845572594,"2012-13",2012,"whkye",21,"D","other",22,3,7,10,0.2,"2014-15"
"218","Megan Bozek","39","15","27","42",0.68908739364,"2011-12",2011,"whkye",20,"D","other",41,20,37,57,0.76845572594,"2012-13"
"219","Megan Bozek","37","6","17","23",0.25546790868,"2010-11",2010,"whkye",19,"D","other",39,15,27,42,0.68908739364,"2011-12"
"220","Megan Bozek","40","6","18","24",0.274164006,"2009-10",2009,"whkye",18,"D","other",37,6,17,23,0.25546790868,"2010-11"
"221","Meghan Duggan","17","13","7","20",0.53,"2016-17",2016,"whkye",28,"F","nwhl",NA,NA,NA,NA,NA,NA
"222","Meghan Duggan","13","6","10","16",0.48,"2015-16",2015,"whkye",27,"F","nwhl",17,13,7,20,0.53,"2016-17"
"223","Meghan Duggan","7","1","5","6",0.38,"2014-15",2014,"whkye",26,"F","other",13,6,10,16,0.48,"2015-16"
"224","Meghan Duggan","1","0","0","0",0,"2013-14",2013,"whkye",25,"F","other",7,1,5,6,0.38,"2014-15"
"225","Meghan Duggan","14","5","8","13",0.41004037032,"2012-13",2012,"whkye",24,"F","other",1,0,0,0,0,"2013-14"
"226","Meghan Duggan","4","0","0","0",0,"2011-12",2011,"whkye",23,"F","other",14,5,8,13,0.41004037032,"2012-13"
"227","Meghan Duggan","41","39","48","87",0.87353542968,"2010-11",2010,"whkye",22,"F","other",4,0,0,0,0,"2011-12"
"228","Paige Harrington","14","0","3","3",0.09,"2017-18",2017,"whkye",24,"D","nwhl",NA,NA,NA,NA,NA,NA
"229","Paige Harrington","17","0","0","0",0,"2016-17",2016,"whkye",23,"D","nwhl",14,0,3,3,0.09,"2017-18"
"230","Paige Harrington","18","0","3","3",0.07,"2015-16",2015,"whkye",22,"D","nwhl",17,0,0,0,0,"2016-17"
"231","Shelby Bram","33","12","18","30",0.35,"2016-17",2016,"whkye",23,"F","other",NA,NA,NA,NA,NA,NA
"232","Shelby Bram","15","4","6","10",0.26,"2015-16",2015,"whkye",22,"F","nwhl",33,12,18,30,0.35,"2016-17"
"233","Shelby Bram","35","8","13","21",0.28,"2014-15",2014,"whkye",21,"F","other",15,4,6,10,0.26,"2015-16"
"234","Shelby Bram","37","8","27","35",0.48887653505,"2013-14",2013,"whkye",20,"F","other",35,8,13,21,0.28,"2014-15"
"235","Shelby Bram","37","8","23","31",0.46439051064,"2012-13",2012,"whkye",19,"F","other",37,8,27,35,0.48887653505,"2013-14"
"236","Shelby Bram","32","7","14","21",0.42110896278,"2011-12",2011,"whkye",18,"F","other",37,8,23,31,0.46439051064,"2012-13"
"237","Tatiana Rafter","31","10","11","21",0.13,"2018-19",2018,"whkye",26,"F","other",NA,NA,NA,NA,NA,NA
"238","Tatiana Rafter","16","4","2","6",0.17,"2017-18",2017,"whkye",25,"F","nwhl",31,10,11,21,0.13,"2018-19"
"239","Tatiana Rafter","18","6","1","7",0.17,"2016-17",2016,"whkye",24,"F","nwhl",16,4,2,6,0.17,"2017-18"
"240","Tatiana Rafter","17","2","1","3",0.07,"2015-16",2015,"whkye",23,"F","nwhl",18,6,1,7,0.17,"2016-17"
"241","Tatiana Rafter","26","14","15","29",0.42,"2014-15",2014,"whkye",22,"F","other",17,2,1,3,0.07,"2015-16"
"242","Tatiana Rafter","28","20","18","38",0.56778361472,"2013-14",2013,"whkye",21,"F","other",26,14,15,29,0.42,"2014-15"
"243","Alyssa Wohlfeiler","27","29","26","55",0.25,"2018-19",2018,"whkye",29,"F|D","other",NA,NA,NA,NA,NA,NA
"244","Alyssa Wohlfeiler","12","3","2","5",0.17,"2017-18",2017,"whkye",28,"F|D","other",27,29,26,55,0.25,"2018-19"
"245","Alyssa Wohlfeiler","17","3","4","7",0.16,"2015-16",2015,"whkye",26,"F|D","nwhl",12,3,2,5,0.17,"2017-18"
"246","Alyssa Wohlfeiler","18","13","16","29",0.26,"2014-15",2014,"whkye",25,"F|D","other",17,3,4,7,0.16,"2015-16"
"247","Alyssa Wohlfeiler","24","4","3","7",0.13740403377,"2013-14",2013,"whkye",24,"F|D","other",18,13,16,29,0.26,"2014-15"
"248","Alyssa Wohlfeiler","2","0","0","0",0,"2012-13",2012,"whkye",23,"F|D","other",24,4,3,7,0.13740403377,"2013-14"
"249","Alyssa Wohlfeiler","26","5","11","16",0.27354512034,"2011-12",2011,"whkye",22,"F|D","other",2,0,0,0,0,"2012-13"
"250","Alyssa Wohlfeiler","33","8","9","17",0.21426340728,"2010-11",2010,"whkye",21,"F|D","other",26,5,11,16,0.27354512034,"2011-12"
"251","Alyssa Wohlfeiler","32","10","10","20",0.2878722063,"2009-10",2009,"whkye",20,"F|D","other",33,8,9,17,0.21426340728,"2010-11"
"252","Brittany Dougherty","12","5","5","10",0.32,"2016-17",2016,"whkye",25,"F","other",NA,NA,NA,NA,NA,NA
"253","Brittany Dougherty","17","1","4","5",0.11,"2015-16",2015,"whkye",24,"F","nwhl",12,5,5,10,0.32,"2016-17"
"254","Brittany Dougherty","3","0","0","0",0,"2014-15",2014,"whkye",23,"F","other",17,1,4,5,0.11,"2015-16"
"255","Brittany Dougherty","32","13","19","32",0.552845846,"2012-13",2012,"whkye",21,"F","other",3,0,0,0,0,"2014-15"
"256","Brittany Dougherty","34","16","17","33",0.61890256651,"2011-12",2011,"whkye",20,"F","other",32,13,19,32,0.552845846,"2012-13"
"257","Brittany Dougherty","34","14","12","26",0.31315421064,"2010-11",2010,"whkye",19,"F","other",34,16,17,33,0.61890256651,"2011-12"
"258","Brittany Dougherty","28","3","6","9",0.1462208032,"2009-10",2009,"whkye",18,"F","other",34,14,12,26,0.31315421064,"2010-11"
"259","Danielle Ward","18","5","5","10",0.22,"2015-16",2015,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"260","Danielle Ward","23","24","31","55",0.33080520819,"2012-13",2012,"whkye",23,"F","other",18,5,5,10,0.22,"2015-16"
"261","Danielle Ward","34","14","17","31",0.58061993353,"2011-12",2011,"whkye",22,"F","other",23,24,31,55,0.33080520819,"2012-13"
"262","Danielle Ward","34","11","13","24",0.29255195994,"2010-11",2010,"whkye",21,"F","other",34,14,17,31,0.58061993353,"2011-12"
"263","Jessica Koizumi","1","0","0","0",0,"2018-19",2018,"whkye",33,"F","nwhl",NA,NA,NA,NA,NA,NA
"264","Jessica Koizumi","15","2","5","7",0.18,"2015-16",2015,"whkye",30,"F","nwhl",1,0,0,0,0,"2018-19"
"265","Jessica Koizumi","9","2","1","3",0.15,"2014-15",2014,"whkye",29,"F","other",15,2,5,7,0.18,"2015-16"
"266","Jessica Koizumi","11","7","8","15",0.64437753768,"2013-14",2013,"whkye",28,"F","other",9,2,1,3,0.15,"2014-15"
"267","Jessica Koizumi","15","2","3","5",0.14549819592,"2012-13",2012,"whkye",27,"F","other",11,7,8,15,0.64437753768,"2013-14"
"268","Jessica Koizumi","18","7","5","12",0.29560521069,"2011-12",2011,"whkye",26,"F","other",15,2,3,5,0.14549819592,"2012-13"
"269","Jessica Koizumi","19","10","10","20",0.507758748,"2010-11",2010,"whkye",25,"F","other",18,7,5,12,0.29560521069,"2011-12"
"270","Jessica Koizumi","17","11","11","22",0.5496706125,"2009-10",2009,"whkye",24,"F","other",19,10,10,20,0.507758748,"2010-11"
"271","Jordan Brickner","13","0","1","1",0.04,"2018-19",2018,"whkye",27,"D","nwhl",NA,NA,NA,NA,NA,NA
"272","Jordan Brickner","15","1","1","2",0.06,"2017-18",2017,"whkye",26,"D","nwhl",13,0,1,1,0.04,"2018-19"
"273","Jordan Brickner","14","1","3","4",0.13,"2016-17",2016,"whkye",25,"D","nwhl",15,1,1,2,0.06,"2017-18"
"274","Jordan Brickner","18","0","12","12",0.26,"2015-16",2015,"whkye",24,"D","nwhl",14,1,3,4,0.13,"2016-17"
"275","Jordan Brickner","18","6","9","15",0.14,"2014-15",2014,"whkye",23,"D","other",18,0,12,12,0.26,"2015-16"
"276","Jordan Brickner","18","22","17","39",0.26219645186,"2013-14",2013,"whkye",22,"D","other",18,6,9,15,0.14,"2014-15"
"277","Jordan Brickner","35","3","6","9",0.14373991996,"2012-13",2012,"whkye",21,"D","other",18,22,17,39,0.26219645186,"2013-14"
"278","Jordan Brickner","40","2","9","11",0.17865228724,"2011-12",2011,"whkye",20,"D","other",35,3,6,9,0.14373991996,"2012-13"
"279","Jordan Brickner","31","1","7","8",0.10713170364,"2010-11",2010,"whkye",19,"D","other",40,2,9,11,0.17865228724,"2011-12"
"280","Jordan Brickner","34","6","9","15",0.2010536044,"2009-10",2009,"whkye",18,"D","other",31,1,7,8,0.10713170364,"2010-11"
"281","Kaleigh Fratkin","16","2","7","9",0.29,"2018-19",2018,"whkye",26,"D","nwhl",NA,NA,NA,NA,NA,NA
"282","Kaleigh Fratkin","11","0","5","5",0.2,"2017-18",2017,"whkye",25,"D","nwhl",16,2,7,9,0.29,"2018-19"
"283","Kaleigh Fratkin","18","1","5","6",0.15,"2016-17",2016,"whkye",24,"D","nwhl",11,0,5,5,0.2,"2017-18"
"284","Kaleigh Fratkin","18","5","12","17",0.37,"2015-16",2015,"whkye",23,"D","nwhl",18,1,5,6,0.15,"2016-17"
"285","Kaleigh Fratkin","22","1","7","8",0.16,"2014-15",2014,"whkye",22,"D","other",18,5,12,17,0.37,"2015-16"
"286","Kaleigh Fratkin","38","4","26","30",0.40653943441,"2013-14",2013,"whkye",21,"D","other",22,1,7,8,0.16,"2014-15"
"287","Kaleigh Fratkin","37","1","16","17",0.25430908916,"2012-13",2012,"whkye",20,"D","other",38,4,26,30,0.40653943441,"2013-14"
"288","Kaleigh Fratkin","38","3","6","9",0.15313053192,"2011-12",2011,"whkye",19,"D","other",37,1,16,17,0.25430908916,"2012-13"
"289","Kaleigh Fratkin","38","1","9","10",0.10713170364,"2010-11",2010,"whkye",18,"D","other",38,3,6,9,0.15313053192,"2011-12"
"290","Kate Buesser","12","3","2","5",0.16,"2015-16",2015,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"291","Kate Buesser","15","3","11","14",0.44064052209,"2013-14",2013,"whkye",24,"F","other",12,3,2,5,0.16,"2015-16"
"292","Kate Buesser","23","7","11","18",0.34390482672,"2012-13",2012,"whkye",23,"F","other",15,3,11,14,0.44064052209,"2013-14"
"293","Kate Buesser","25","6","10","16",0.28236915648,"2011-12",2011,"whkye",22,"F","other",23,7,11,18,0.34390482672,"2012-13"
"294","Kate Buesser","32","15","11","26",0.33375646134,"2010-11",2010,"whkye",21,"F","other",25,6,10,16,0.28236915648,"2011-12"
"295","Kate Buesser","33","16","23","39",0.5391892118,"2009-10",2009,"whkye",20,"F","other",32,15,11,26,0.33375646134,"2010-11"
"296","Kelli Stack","28","26","23","49",1.03,"2017-18",2017,"whkye",29,"F","other",NA,NA,NA,NA,NA,NA
"297","Kelli Stack","16","12","7","19",0.53,"2016-17",2016,"whkye",28,"F","nwhl",28,26,23,49,1.03,"2017-18"
"298","Kelli Stack","17","8","14","22",0.5,"2015-16",2015,"whkye",27,"F","nwhl",16,12,7,19,0.53,"2016-17"
"299","Kelli Stack","2","1","1","2",0.44,"2014-15",2014,"whkye",26,"F","other",17,8,14,22,0.5,"2015-16"
"300","Kelli Stack","2","1","1","2",0.473807013,"2013-14",2013,"whkye",25,"F","other",2,1,1,2,0.44,"2014-15"
"301","Kelli Stack","8","4","3","7",0.38799518912,"2012-13",2012,"whkye",24,"F","other",2,1,1,2,0.473807013,"2013-14"
"302","Kelli Stack","27","25","17","42",0.68827481892,"2011-12",2011,"whkye",23,"F","other",8,4,3,7,0.38799518912,"2012-13"
"303","Kelli Stack","36","36","22","58",0.66339247254,"2010-11",2010,"whkye",22,"F","other",27,25,17,42,0.68827481892,"2011-12"
"304","Kelly Babstock","16","4","6","10",0.32,"2018-19",2018,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"305","Kelly Babstock","14","4","5","9",0.29,"2017-18",2017,"whkye",25,"F","nwhl",16,4,6,10,0.32,"2018-19"
"306","Kelly Babstock","17","10","9","19",0.5,"2016-17",2016,"whkye",24,"F","nwhl",14,4,5,9,0.29,"2017-18"
"307","Kelly Babstock","18","9","13","22",0.48,"2015-16",2015,"whkye",23,"F","nwhl",17,10,9,19,0.5,"2016-17"
"308","Kelly Babstock","38","19","30","49",0.66384287391,"2013-14",2013,"whkye",21,"F","other",18,9,13,22,0.48,"2015-16"
"309","Kelly Babstock","36","28","27","55",0.84585414438,"2012-13",2012,"whkye",20,"F","other",38,19,30,49,0.66384287391,"2013-14"
"310","Kelly Babstock","37","18","22","40",0.68908739364,"2011-12",2011,"whkye",19,"F","other",36,28,27,55,0.84585414438,"2012-13"
"311","Kelly Babstock","37","30","28","58",0.64691067198,"2010-11",2010,"whkye",18,"F","other",37,18,22,40,0.68908739364,"2011-12"
"312","Kelly Babstock","33","25","35","60",0.3804943415,"2009-10",2009,"whkye",17,"F","other",37,30,28,58,0.64691067198,"2010-11"
"313","Lindsay Berman","3","0","1","1",0.13,"2015-16",2015,"whkye",27,"D","nwhl",NA,NA,NA,NA,NA,NA
"314","Lindsay Berman","6","0","1","1",0.08054719221,"2013-14",2013,"whkye",25,"D","other",3,0,1,1,0.13,"2015-16"
"315","Lindsay Berman","11","1","0","1",0.03968132616,"2012-13",2012,"whkye",24,"D","other",6,0,1,1,0.08054719221,"2013-14"
"316","Lindsay Berman","13","3","2","5",0.16765668666,"2011-12",2011,"whkye",23,"D","other",11,1,0,1,0.03968132616,"2012-13"
"317","Lindsay Berman","22","2","6","8",0.1740887136,"2010-11",2010,"whkye",22,"D","other",13,3,2,5,0.16765668666,"2011-12"
"318","Lindsay Berman","33","8","12","20",0.2787334061,"2009-10",2009,"whkye",21,"D","other",22,2,6,8,0.1740887136,"2010-11"
"319","Micaela Long","17","3","7","10",0.26,"2016-17",2016,"whkye",28,"F","nwhl",NA,NA,NA,NA,NA,NA
"320","Micaela Long","17","3","7","10",0.23,"2015-16",2015,"whkye",27,"F","nwhl",17,3,7,10,0.26,"2016-17"
"321","Micaela Long","13","3","4","7",0.23824897578,"2011-12",2011,"whkye",23,"F","other",17,3,7,10,0.23,"2015-16"
"322","Micaela Long","25","9","9","18",0.3481774272,"2010-11",2010,"whkye",22,"F","other",13,3,4,7,0.23824897578,"2011-12"
"323","Micaela Long","33","13","38","51",0.7082570155,"2009-10",2009,"whkye",21,"F","other",25,9,9,18,0.3481774272,"2010-11"
"324","Molly Engstrom","35","3","10","13",0.15,"2017-18",2017,"whkye",34,"D","other",NA,NA,NA,NA,NA,NA
"325","Molly Engstrom","23","3","3","6",0.11,"2016-17",2016,"whkye",33,"D","nwhl",35,3,10,13,0.15,"2017-18"
"326","Molly Engstrom","15","3","2","5",0.13,"2015-16",2015,"whkye",32,"D","nwhl",23,3,3,6,0.11,"2016-17"
"327","Molly Engstrom","8","1","2","3",0.16754337712,"2012-13",2012,"whkye",29,"D","other",15,3,2,5,0.13,"2015-16"
"328","Molly Engstrom","27","4","23","27",0.441201807,"2011-12",2011,"whkye",28,"D","other",8,1,2,3,0.16754337712,"2012-13"
"329","Molly Engstrom","28","2","20","22",0.3820280104,"2010-11",2010,"whkye",27,"D","other",27,4,23,27,0.441201807,"2011-12"
"330","Sam Faber","13","3","2","5",0.17,"2017-18",2017,"whkye",30,"F","nwhl",NA,NA,NA,NA,NA,NA
"331","Sam Faber","18","3","5","8",0.2,"2016-17",2016,"whkye",29,"F","nwhl",13,3,2,5,0.17,"2017-18"
"332","Sam Faber","13","3","3","6",0.18,"2015-16",2015,"whkye",28,"F","nwhl",18,3,5,8,0.2,"2016-17"
"333","Sam Faber","23","15","15","30",0.628653688,"2010-11",2010,"whkye",23,"F","other",13,3,3,6,0.18,"2015-16"
"334","Shannon Doyle","13","3","5","8",0.32,"2018-19",2018,"whkye",26,"D","nwhl",NA,NA,NA,NA,NA,NA
"335","Shannon Doyle","15","0","5","5",0.15,"2017-18",2017,"whkye",25,"D","nwhl",13,3,5,8,0.32,"2018-19"
"336","Shannon Doyle","15","0","7","7",0.21,"2016-17",2016,"whkye",24,"D","nwhl",15,0,5,5,0.15,"2017-18"
"337","Shannon Doyle","18","2","3","5",0.11,"2015-16",2015,"whkye",23,"D","nwhl",15,0,7,7,0.21,"2016-17"
"338","Shannon Doyle","36","4","25","29",0.38,"2014-15",2014,"whkye",22,"D","other",18,2,3,5,0.11,"2015-16"
"339","Shannon Doyle","37","6","18","24",0.3593497999,"2012-13",2012,"whkye",20,"D","other",36,4,25,29,0.38,"2014-15"
"340","Shannon Doyle","32","3","14","17",0.33816325799,"2011-12",2011,"whkye",19,"D","other",37,6,18,24,0.3593497999,"2012-13"
"341","Shannon Doyle","32","1","6","7",0.09064990308,"2010-11",2010,"whkye",18,"D","other",32,3,14,17,0.33816325799,"2011-12"
"342","Shannon Doyle","33","4","18","22",0.14007209275,"2009-10",2009,"whkye",17,"D","other",32,1,6,7,0.09064990308,"2010-11"
"343","Shiann Darkangelo","27","6","4","10",0.21,"2018-19",2018,"whkye",24,"F","other",NA,NA,NA,NA,NA,NA
"344","Shiann Darkangelo","27","10","8","18",0.4,"2017-18",2017,"whkye",23,"F","other",27,6,4,10,0.21,"2018-19"
"345","Shiann Darkangelo","16","7","5","12",0.33,"2016-17",2016,"whkye",22,"F","nwhl",27,10,8,18,0.4,"2017-18"
"346","Shiann Darkangelo","13","10","3","13",0.39,"2015-16",2015,"whkye",21,"F","nwhl",16,7,5,12,0.33,"2016-17"
"347","Shiann Darkangelo","37","10","10","20",0.25,"2014-15",2014,"whkye",20,"F","other",13,10,3,13,0.39,"2015-16"
"348","Shiann Darkangelo","37","23","17","40",0.55577542932,"2013-14",2013,"whkye",19,"F","other",37,10,10,20,0.25,"2014-15"
"349","Shiann Darkangelo","35","16","8","24",0.38146363374,"2012-13",2012,"whkye",18,"F","other",37,23,17,40,0.55577542932,"2013-14"
"350","Shiann Darkangelo","35","7","11","18",0.32540238033,"2011-12",2011,"whkye",17,"F","other",35,16,8,24,0.38146363374,"2012-13"
"351","Tara Tomimoto","26","2","8","10",0.1736372038,"2009-10",2009,"whkye",NA,"D","other",NA,NA,NA,NA,NA,NA
"352","Tara Tomimoto","17","1","4","5",0.11949305406,"2010-11",2010,"whkye",NA,"D","other",26,2,8,10,0.1736372038,"2009-10"
"353","Tara Tomimoto","29","2","12","14",0.26536600608,"2012-13",2012,"whkye",NA,"D","other",17,1,4,5,0.11949305406,"2010-11"
"354","Tara Tomimoto","32","3","12","15",0.24186523313,"2013-14",2013,"whkye",NA,"D","other",29,2,12,14,0.26536600608,"2012-13"
"355","Tara Tomimoto","13","1","0","1",0.03,"2015-16",2015,"whkye",NA,"D","nwhl",32,3,12,15,0.24186523313,"2013-14"
"356","Yekaterina Smolentseva","33","22","27","49",0.23,"2016-17",2016,"whkye",34,"F","other",NA,NA,NA,NA,NA,NA
"357","Yekaterina Smolentseva","13","3","5","8",0.24,"2015-16",2015,"whkye",33,"F","nwhl",33,22,27,49,0.23,"2016-17"
"358","Yekaterina Smolentseva","32","31","39","70",0.35999995917,"2013-14",2013,"whkye",31,"F","other",13,3,5,8,0.24,"2015-16"
"359","Yekaterina Smolentseva","48","102","84","186",0.71515231904,"2012-13",2012,"whkye",30,"F","other",32,31,39,70,0.35999995917,"2013-14"
"360","Yekaterina Smolentseva","15","12","14","26",0.29614729584,"2010-11",2010,"whkye",28,"F","other",48,102,84,186,0.71515231904,"2012-13"
"361","Amber Moore","13","0","2","2",0.06,"2015-16",2015,"whkye",26,"D","nwhl",NA,NA,NA,NA,NA,NA
"362","Ashley Johnston","14","1","1","2",0.06,"2017-18",2017,"whkye",25,"D","nwhl",NA,NA,NA,NA,NA,NA
"363","Ashley Johnston","17","2","1","3",0.08,"2016-17",2016,"whkye",24,"D","nwhl",14,1,1,2,0.06,"2017-18"
"364","Ashley Johnston","16","1","6","7",0.17,"2015-16",2015,"whkye",23,"D","nwhl",17,2,1,3,0.08,"2016-17"
"365","Ashley Johnston","34","3","3","6",0.09262923822,"2013-14",2013,"whkye",21,"D","other",16,1,6,7,0.17,"2015-16"
"366","Ashley Johnston","34","0","3","3",0.04975612614,"2012-13",2012,"whkye",20,"D","other",34,3,3,6,0.09262923822,"2013-14"
"367","Ashley Johnston","28","1","3","4",0.08932614362,"2011-12",2011,"whkye",19,"D","other",34,0,3,3,0.04975612614,"2012-13"
"368","Ashley Johnston","34","1","2","3",0.03708405126,"2010-11",2010,"whkye",18,"D","other",28,1,3,4,0.08932614362,"2011-12"
"369","Ashley Johnston","22","2","6","8",0.075262617,"2009-10",2009,"whkye",17,"D","other",34,1,2,3,0.03708405126,"2010-11"
"370","Beth Hanrahan","18","2","1","3",0.07,"2015-16",2015,"whkye",22,"F","nwhl",NA,NA,NA,NA,NA,NA
"371","Beth Hanrahan","35","15","11","26",0.35,"2014-15",2014,"whkye",21,"F","other",18,2,1,3,0.07,"2015-16"
"372","Beth Hanrahan","35","10","10","20",0.29332592103,"2013-14",2013,"whkye",20,"F","other",35,15,11,26,0.35,"2014-15"
"373","Beth Hanrahan","36","14","6","20",0.30959367376,"2012-13",2012,"whkye",19,"F","other",35,10,10,20,0.29332592103,"2013-14"
"374","Beth Hanrahan","37","8","3","11",0.1914131649,"2011-12",2011,"whkye",18,"F","other",36,14,6,20,0.30959367376,"2012-13"
"375","Beth Hanrahan","21","16","11","27",0.20206883403,"2010-11",2010,"whkye",17,"F","other",37,8,3,11,0.1914131649,"2011-12"
"376","Bray Ketchum","16","5","6","11",0.31,"2017-18",2017,"whkye",28,"F","nwhl",NA,NA,NA,NA,NA,NA
"377","Bray Ketchum","17","2","5","7",0.18,"2016-17",2016,"whkye",27,"F","nwhl",16,5,6,11,0.31,"2017-18"
"378","Bray Ketchum","18","10","4","14",0.3,"2015-16",2015,"whkye",26,"F","nwhl",17,2,5,7,0.18,"2016-17"
"379","Bray Ketchum","20","3","1","4",0.09,"2014-15",2014,"whkye",25,"F","other",18,10,4,14,0.3,"2015-16"
"380","Bray Ketchum","1","0","0","0",0,"2012-13",2012,"whkye",23,"F","other",20,3,1,4,0.09,"2014-15"
"381","Bray Ketchum","20","0","6","6",0.1323605421,"2011-12",2011,"whkye",22,"F","other",1,0,0,0,0,"2012-13"
"382","Bray Ketchum","28","7","11","18",0.26370880896,"2010-11",2010,"whkye",21,"F","other",20,0,6,6,0.1323605421,"2011-12"
"383","Bray Ketchum","29","12","11","23",0.3609826079,"2009-10",2009,"whkye",20,"F","other",28,7,11,18,0.26370880896,"2010-11"
"384","Celeste Brown","3","0","0","0",0,"2016-17",2016,"whkye",24,"F","nwhl",NA,NA,NA,NA,NA,NA
"385","Celeste Brown","18","0","4","4",0.09,"2015-16",2015,"whkye",23,"F","nwhl",3,0,0,0,0,"2016-17"
"386","Celeste Brown","39","10","6","16",0.19,"2014-15",2014,"whkye",22,"F","other",18,0,4,4,0.09,"2015-16"
"387","Celeste Brown","38","11","7","18",0.24186523313,"2013-14",2013,"whkye",21,"F","other",39,10,6,16,0.19,"2014-15"
"388","Celeste Brown","37","9","6","15",0.22666679686,"2012-13",2012,"whkye",20,"F","other",38,11,7,18,0.24186523313,"2013-14"
"389","Celeste Brown","21","12","5","17",0.12688043067,"2010-11",2010,"whkye",18,"F","other",37,9,6,15,0.22666679686,"2012-13"
"390","Cherie Stewart","4","0","0","0",0,"2015-16",2015,"whkye",32,"F","nwhl",NA,NA,NA,NA,NA,NA
"391","Elena Orlando","16","0","0","0",0,"2018-19",2018,"whkye",26,"D","nwhl",NA,NA,NA,NA,NA,NA
"392","Elena Orlando","16","0","1","1",0.03,"2017-18",2017,"whkye",25,"D","nwhl",16,0,0,0,0,"2018-19"
"393","Elena Orlando","12","0","0","0",0,"2016-17",2016,"whkye",24,"D","nwhl",16,0,1,1,0.03,"2017-18"
"394","Elena Orlando","17","0","1","1",0.02,"2015-16",2015,"whkye",23,"D","nwhl",12,0,0,0,0,"2016-17"
"395","Elena Orlando","5","1","1","2",0.14,"2014-15",2014,"whkye",22,"D","other",17,0,1,1,0.02,"2015-16"
"396","Elena Orlando","20","0","0","0",0,"2013-14",2013,"whkye",21,"D","other",5,1,1,2,0.14,"2014-15"
"397","Elena Orlando","14","0","0","0",0,"2012-13",2012,"whkye",20,"D","other",20,0,0,0,0,"2013-14"
"398","Elena Orlando","18","1","2","3",0.10846746011,"2011-12",2011,"whkye",19,"D","other",14,0,0,0,0,"2012-13"
"399","Elena Orlando","33","2","6","8",0.09889080336,"2010-11",2010,"whkye",18,"D","other",18,1,2,3,0.10846746011,"2011-12"
"400","Erin Barley-Maloney","19","1","7","8",0.1919148042,"2009-10",2009,"whkye",NA,"F","other",NA,NA,NA,NA,NA,NA
"401","Erin Barley-Maloney","32","11","11","22",0.44025027927,"2011-12",2011,"whkye",NA,"F","other",19,1,7,8,0.1919148042,"2009-10"
"402","Erin Barley-Maloney","32","6","14","20",0.34829288298,"2012-13",2012,"whkye",NA,"F","other",32,11,11,22,0.44025027927,"2011-12"
"403","Erin Barley-Maloney","6","0","0","0",0,"2015-16",2015,"whkye",NA,"F","nwhl",32,6,14,20,0.34829288298,"2012-13"
"404","Gabie Figueroa","3","0","0","0",0,"2016-17",2016,"whkye",24,"D","nwhl",NA,NA,NA,NA,NA,NA
"405","Gabie Figueroa","18","1","0","1",0.02,"2015-16",2015,"whkye",23,"D","nwhl",3,0,0,0,0,"2016-17"
"406","Gabie Figueroa","30","1","13","14",0.24186523313,"2013-14",2013,"whkye",21,"D","other",18,1,0,1,0.02,"2015-16"
"407","Gabie Figueroa","29","1","7","8",0.15479683688,"2012-13",2012,"whkye",20,"D","other",30,1,13,14,0.24186523313,"2013-14"
"408","Gabie Figueroa","23","2","5","7",0.1914131649,"2011-12",2011,"whkye",19,"D","other",29,1,7,8,0.15479683688,"2012-13"
"409","Gabie Figueroa","31","1","7","8",0.10713170364,"2010-11",2010,"whkye",18,"D","other",23,2,5,7,0.1914131649,"2011-12"
"410","Janine Weber","13","3","4","7",0.24,"2017-18",2017,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"411","Janine Weber","17","10","12","22",0.58,"2016-17",2016,"whkye",25,"F","nwhl",13,3,4,7,0.24,"2017-18"
"412","Janine Weber","18","3","6","9",0.2,"2015-16",2015,"whkye",24,"F","nwhl",17,10,12,22,0.58,"2016-17"
"413","Janine Weber","17","3","4","7",0.18,"2014-15",2014,"whkye",23,"F","other",18,3,6,9,0.2,"2015-16"
